"ID_MODEL";"ID_COLLECTION";"REF_MODEL";"CODE_MODEL";"DESCRIPTION_FR";"DESCRIPTION_AN";"POLICE";"Gen_DESCRIPTION_AN";"Gen_DESCRIPTION_FR";"NUMERO_MAX";"REF_COLLECTION";"NUM_MAX";"REF_COLL";"Aen_DESCRIPTION_AN";"Aen_DESCRIPTION_FR"
1364;13;"20";;;;;;;0;;2;;;
1365;13;"21";;;;;;;0;;37;;;
1366;13;"22";;;;;;;0;;21;;;
1367;13;"23";;;;;;;0;;4;;;
1368;13;"24";;;;;;;0;;2;;;
1369;14;"01";;;;;;;0;;1;;;
1370;14;"02";;;;;;;0;;1;;;
1371;14;"03";;;;;;;0;;1;;;
1372;14;"04";;;;;;;0;;1;;;
1373;14;"05";;;;;;;0;;1;;;
1374;14;"06";;;;;;;0;;1;;;
1375;14;"07";;;;;;;0;;1;;;
1376;14;"08";;;;;;;0;;1;;;
1377;14;"09";;;;;;;0;;1;;;
1378;14;"10";;;;;;;0;;12;;;
1379;14;"11";;;;;;;0;;1;;;
1380;14;"12";;;;;;;0;;3;;;
1381;14;"13";;;;;;;0;;1;;;
1382;14;"14";;;;;;;0;;1;;;
1383;14;"15";;;;;;;0;;1;;;
1384;14;"16";;;;;;;0;;1;;;
1385;14;"17";;;;;;;0;;1;;;
1386;14;"18";;;;;;;0;;1;;;
1387;14;"19";;;;;;;0;;2;;;
1388;14;"20";;;;;;;0;;0;;;
1389;14;"21";;;;;;;0;;0;;;
1390;14;"22";;;;;;;0;;0;;;
1391;14;"23";;;;;;;0;;0;;;
1392;14;"24";;;;;;;0;;0;;;
1393;14;"25";;;;;;;0;;0;;;
1394;14;"26";;;;;;;0;;0;;;
1395;14;"27";;;;;;;0;;1;;;
1396;14;"28";;;;;;;0;;4;;;
1397;14;"29";;;;;;;0;;0;;;
1398;14;"30";;;;;;;0;;0;;;
1399;14;"31";;;;;;;0;;0;;;
1400;14;"32";;;;;;;0;;0;;;
1401;14;"33";;;;;;;0;;0;;;
1402;14;"34";;;;;;;0;;0;;;
1403;14;"35";;;;;;;0;;0;;;
1404;14;"36";;;;;;;0;;0;;;
1405;14;"37";;;;;;;0;;0;;;
1406;14;"38";;;;;;;0;;0;;;
1407;14;"39";;;;;;;0;;3;;;
1408;14;"40";;;;;;;0;;0;;;
1409;14;"41";;;;;;;0;;0;;;
1410;14;"42";;;;;;;0;;0;;;
1411;14;"43";;;;;;;0;;0;;;
1412;14;"44";;;;;;;0;;0;;;
1413;14;"45";;;;;;;0;;0;;;
1414;14;"46";;;;;;;0;;0;;;
1415;14;"47";;;;;;;0;;0;;;
1416;14;"48";;;;;;;0;;0;;;
1417;14;"49";;;;;;;0;;0;;;
1418;14;"50";;;;;;;0;;1;;;
1419;14;"51";;;;;;;0;;0;;;
1420;14;"52";;;;;;;0;;0;;;
1421;14;"53";;;;;;;0;;0;;;
1422;14;"54";;;;;;;0;;0;;;
1423;14;"55";;;;;;;0;;0;;;
1424;14;"56";;;;;;;0;;0;;;
1425;14;"57";;;;;;;0;;0;;;
1426;15;"01";;;;;;;0;;2;;;
1427;15;"02";;;;;;;0;;25;;;
1428;15;"03";;;;;;;0;;4;;;
1429;15;"04";;;;;;;0;;25;;;
1430;15;"05";;;;;;;0;;23;;;
1431;15;"06";;;;;;;0;;3;;;
1432;15;"07";;;;;;;0;;6;;;
1433;15;"08";;;;;;;0;;2;;;
1434;15;"09";;;;;;;0;;2;;;
1435;15;"10";;;;;;;0;;1;;;
1436;15;"11";;;;;;;0;;1;;;
1437;15;"12";;;;;;;0;;1;;;
1438;15;"13";;;;;;;0;;1;;;
1439;15;"14";;;;;;;0;;1;;;
1440;15;"15";;;;;;;0;;1;;;
1441;15;"16";;;;;;;0;;1;;;
1442;15;"17";;;;;;;0;;2;;;
1443;15;"18";;;;;;;0;;1;;;
1444;15;"19";;;;;;;0;;1;;;
1445;15;"20";;;;;;;0;;1;;;
1446;16;"01";;;;;;;0;;1;;;
1447;16;"02";;;;;;;0;;1;;;
1448;16;"03";;;;;;;0;;4;;;
1449;17;"01";;;;;;;0;;162;;;
1450;17;"02";;;;;;;0;;71;;;
1451;17;"03";;;;;;;0;;16;;;
1452;17;"04";;;;;;;0;;60;;;
1453;17;"05";;;;;;;0;;46;;;
1454;17;"06";;;;;;;0;;12;;;
1455;17;"07";;;;;;;0;;43;;;
1456;17;"08";;;;;;;0;;51;;;
1457;17;"09";;;;;;;0;;1;;;
1458;17;"10";;;;;;;0;;1;;;
1459;17;"11";;;;;;;0;;5;;;
1460;17;"12";;;;;;;0;;5;;;
1461;17;"13";;;;;;;0;;1;;;
1462;17;"14";;;;;;;0;;1;;;
1463;17;"15";;;;;;;0;;1;;;
1464;17;"16";;;;;;;0;;1;;;
1465;17;"17";;;;;;;0;;5;;;
1466;17;"18";;;;;;;0;;3;;;
1467;17;"19";;;;;;;0;;1;;;
1468;17;"20";;;;;;;0;;4;;;
1469;17;"21";;;;;;;0;;1;;;
1470;18;"01";;;;;;;0;;53;;;
1471;18;"02";;;;;;;0;;29;;;
1472;18;"03";;;;;;;0;;10;;;
1473;18;"04";;;;;;;0;;27;;;
1474;18;"05";;;;;;;0;;35;;;
1475;18;"06";;;;;;;0;;9;;;
1476;18;"07";;;;;;;0;;18;;;
1477;18;"08";;;;;;;0;;36;;;
1478;18;"09";;;;;;;0;;41;;;
1479;18;"10";;;;;;;0;;8;;;
1480;18;"11";;;;;;;0;;20;;;
1481;18;"12";;;;;;;0;;2;;;
1482;18;"13";;;;;;;0;;99;;;
1483;18;"14";;;;;;;0;;6;;;
1484;18;"15";;;;;;;0;;2;;;
1485;18;"16";;;;;;;0;;4;;;
1486;18;"17";;;;;;;0;;2;;;
1487;18;"18";;;;;;;0;;1;;;
1488;18;"19";;;;;;;0;;1;;;
1489;18;"20";;;;;;;0;;1;;;
1490;18;"21";;;;;;;0;;1;;;
1491;18;"22";;;;;;;0;;1;;;
1492;18;"23";;;;;;;0;;1;;;
1493;18;"24";;;;;;;0;;4;;;
1494;18;"25";;;;;;;0;;1;;;
1495;18;"26";;;;;;;0;;1;;;
1496;18;"27";;;;;;;0;;43;;;
1497;18;"28";;;;;;;0;;5;;;
1498;18;"29";;;;;;;0;;1;;;
1499;18;"30";;;;;;;0;;1;;;
1500;18;"31";;;;;;;0;;1;;;
1501;18;"32";;;;;;;0;;2;;;
1502;18;"33";;;;;;;0;;2;;;
1503;18;"34";;;;;;;0;;1;;;
1504;19;"01";;;;;;;0;;138;;;
1505;19;"02";;;;;;;0;;31;;;
1506;19;"03";;;;;;;0;;501;;;
1507;19;"04";;;;;;;0;;254;;;
1508;19;"05";;;;;;;0;;234;;;
1509;19;"06";;;;;;;0;;3;;;
1510;19;"07";;;;;;;0;;138;;;
1511;19;"08";;;;;;;0;;47;;;
1512;19;"09";;;;;;;0;;126;;;
1513;19;"10";;;;;;;0;;6;;;
1514;19;"11";;;;;;;0;;64;;;
1515;19;"12";;;;;;;0;;1;;;
1516;19;"13";;;;;;;0;;4;;;
1517;19;"14";;;;;;;0;;6;;;
1518;19;"15";;;;;;;0;;6;;;
1519;19;"16";;;;;;;0;;24;;;
1520;19;"17";;;;;;;0;;141;;;
1521;19;"18";;;;;;;0;;43;;;
1522;19;"19";;;;;;;0;;1;;;
1523;19;"20";;;;;;;0;;140;;;
1524;19;"21";;;;;;;0;;1;;;
1525;19;"22";;;;;;;0;;1;;;
1526;19;"23";;;;;;;0;;12;;;
1527;19;"24";;;;;;;0;;97;;;
1528;19;"25";;;;;;;0;;1;;;
1529;19;"26";;;;;;;0;;1;;;
1530;19;"27";;;;;;;0;;1;;;
1531;19;"28";;;;;;;0;;1;;;
1532;19;"29";;;;;;;0;;2;;;
1533;19;"30";;;;;;;0;;2;;;
1534;19;"31";;;;;;;0;;2;;;
1535;19;"32";;;;;;;0;;1;;;
1536;19;"33";;;;;;;0;;1;;;
1537;19;"34";;;;;;;0;;1;;;
1538;19;"35";;;;;;;0;;1;;;
1539;20;"01";;;;;;;0;;37;;;
1540;20;"02";;;;;;;0;;17;;;
1541;20;"03";;;;;;;0;;1;;;
1542;20;"04";;;;;;;0;;1;;;
1543;20;"05";;;;;;;0;;60;;;
1544;20;"06";;;;;;;0;;1;;;
1545;20;"07";;;;;;;0;;1;;;
1546;20;"08";;;;;;;0;;12;;;
1547;20;"09";;;;;;;0;;26;;;
1548;20;"10";;;;;;;0;;1;;;
1549;20;"11";;;;;;;0;;6;;;
1550;20;"12";;;;;;;0;;18;;;
1551;20;"13";;;;;;;0;;23;;;
1552;20;"14";;;;;;;0;;34;;;
1553;20;"15";;;;;;;0;;37;;;
1554;20;"16";;;;;;;0;;37;;;
1555;20;"17";;;;;;;0;;3;;;
1556;20;"18";;;;;;;0;;2;;;
1557;20;"19";;;;;;;0;;7;;;
1558;20;"20";;;;;;;0;;5;;;
1559;20;"21";;;;;;;0;;1;;;
1560;20;"22";;;;;;;0;;1;;;
1561;20;"23";;;;;;;0;;0;;;
1562;20;"24";;;;;;;0;;0;;;
1563;20;"25";;;;;;;0;;0;;;
1564;20;"26";;;;;;;0;;0;;;
1565;20;"27";;;;;;;0;;0;;;
1566;20;"28";;;;;;;0;;0;;;
1567;20;"29";;;;;;;0;;0;;;
1568;20;"30";;;;;;;0;;0;;;
1569;20;"31";;;;;;;0;;0;;;
1570;20;"32";;;;;;;0;;0;;;
1571;20;"33";;;;;;;0;;0;;;
1572;20;"34";;;;;;;0;;0;;;
1573;20;"35";;;;;;;0;;0;;;
1574;20;"36";;;;;;;0;;0;;;
1575;20;"37";;;;;;;0;;0;;;
1576;20;"38";;;;;;;0;;0;;;
1577;20;"39";;;;;;;0;;0;;;
1578;20;"40";;;;;;;0;;0;;;
1579;20;"41";;;;;;;0;;0;;;
1580;20;"42";;;;;;;0;;0;;;
1581;20;"43";;;;;;;0;;0;;;
1582;20;"44";;;;;;;0;;3;;;
1583;20;"45";;;;;;;0;;5;;;
1584;21;"01";;;;;;;0;;60;;;
1585;21;"02";;;;;;;0;;11;;;
1586;21;"03";;;;;;;0;;39;;;
1587;21;"04";;;;;;;0;;29;;;
1588;21;"05";;;;;;;0;;30;;;
1589;21;"06";;;;;;;0;;7;;;
1590;21;"07";;;;;;;0;;8;;;
1591;21;"08";;;;;;;0;;6;;;
1592;21;"09";;;;;;;0;;89;;;
1593;21;"10";;;;;;;0;;2;;;
1594;21;"11";;;;;;;0;;37;;;
1595;21;"12";;;;;;;0;;37;;;
1596;21;"13";;;;;;;0;;7;;;
1597;21;"14";;;;;;;0;;7;;;
1598;21;"15";;;;;;;0;;10;;;
1599;21;"16";;;;;;;0;;3;;;
1600;21;"17";;;;;;;0;;38;;;
1601;21;"18";;;;;;;0;;1;;;
1602;21;"19";;;;;;;0;;5;;;
1603;21;"20";;;;;;;0;;1;;;
1604;21;"21";;;;;;;0;;2;;;
1605;21;"22";;;;;;;0;;2;;;
1606;21;"23";;;;;;;0;;3;;;
1607;21;"24";;;;;;;0;;34;;;
1608;21;"25";;;;;;;0;;5;;;
1609;21;"26";;;;;;;0;;12;;;
1610;21;"27";;;;;;;0;;1;;;
1611;21;"28";;;;;;;0;;4;;;
1612;22;"01";;;;;;;0;;11;;;
1613;22;"02";;;;;;;0;;9;;;
1614;22;"03";;;;;;;0;;9;;;
1615;22;"04";;;;;;;0;;73;;;
1616;22;"05";;;;;;;0;;1;;;
1617;22;"06";;;;;;;0;;28;;;
1618;22;"07";;;;;;;0;;25;;;
1619;22;"08";;;;;;;0;;13;;;
1620;22;"09";;;;;;;0;;13;;;
1621;22;"10";;;;;;;0;;49;;;
1622;22;"11";;;;;;;0;;4;;;
1623;22;"12";;;;;;;0;;8;;;
1624;22;"13";;;;;;;0;;1;;;
1625;22;"14";;;;;;;0;;1;;;
1626;22;"15";;;;;;;0;;5;;;
1627;22;"16";;;;;;;0;;6;;;
1628;22;"17";;;;;;;0;;1;;;
1629;22;"18";;;;;;;0;;1;;;
1630;22;"19";;;;;;;0;;1;;;
1631;22;"20";;;;;;;0;;1;;;
1632;22;"21";;;;;;;0;;1;;;
1633;22;"22";;;;;;;0;;4;;;
1634;22;"23";;;;;;;0;;6;;;
1635;22;"24";;;;;;;0;;1;;;
1636;22;"25";;;;;;;0;;1;;;
1637;22;"26";;;;;;;0;;11;;;
1638;22;"27";;;;;;;0;;3;;;
1639;22;"28";;;;;;;0;;1;;;
1640;23;"01";;;;;;;0;;44;;;
1641;23;"02";;;;;;;0;;16;;;
1642;23;"03";;;;;;;0;;29;;;
1643;23;"04";;;;;;;0;;2;;;
1644;23;"05";;;;;;;0;;6;;;
1645;23;"06";;;;;;;0;;20;;;
1646;23;"07";;;;;;;0;;20;;;
1647;23;"08";;;;;;;0;;1;;;
1648;23;"09";;;;;;;0;;2;;;
1649;24;"01";;;;;;;0;;30;;;
1650;24;"02";;;;;;;0;;14;;;
1651;24;"03";;;;;;;0;;51;;;
1652;24;"04";;;;;;;0;;18;;;
1653;24;"05";;;;;;;0;;15;;;
1654;24;"06";;;;;;;0;;2;;;
1655;24;"07";;;;;;;0;;38;;;
1656;24;"08";;;;;;;0;;12;;;
1657;24;"09";;;;;;;0;;0;;;
1658;24;"10";;;;;;;0;;0;;;
1659;25;"01";;;;;;;0;;59;;;
1660;25;"02";;;;;;;0;;6;;;
1661;25;"03";;;;;;;0;;27;;;
1662;25;"04";;;;;;;0;;72;;;
1663;25;"05";;;;;;;0;;26;;;
1664;25;"06";;;;;;;0;;12;;;
1665;25;"07";;;;;;;0;;4;;;
1666;25;"08";;;;;;;0;;2;;;
1667;25;"09";;;;;;;0;;2;;;
1668;25;"10";;;;;;;0;;6;;;
1669;25;"11";;;;;;;0;;1;;;
1670;25;"12";;;;;;;0;;2;;;
1671;25;"13";;;;;;;0;;2;;;
1672;26;"01";;;;;;;0;;1;;;
1673;26;"02";;;;;;;0;;3;;;
1674;26;"03";;;;;;;0;;8;;;
1675;26;"04";;;;;;;0;;5;;;
1676;26;"05";;;;;;;0;;3;;;
1677;26;"06";;;;;;;0;;1;;;
1678;26;"07";;;;;;;0;;6;;;
1679;26;"08";;;;;;;0;;1;;;
1680;26;"09";;;;;;;0;;14;;;
1681;26;"10";;;;;;;0;;4;;;
1682;27;"01";;;;;;;0;;5;;;
1683;27;"02";;;;;;;0;;18;;;
1684;27;"03";;;;;;;0;;6;;;
1685;27;"04";;;;;;;0;;6;;;
1686;27;"05";;;;;;;0;;7;;;
1687;27;"06";;;;;;;0;;8;;;
1688;27;"07";;;;;;;0;;11;;;
1689;27;"08";;;;;;;0;;15;;;
1690;27;"09";;;;;;;0;;1;;;
1691;27;"10";;;;;;;0;;19;;;
1692;27;"11";;;;;;;0;;17;;;
1693;27;"12";;;;;;;0;;1;;;
1694;27;"13";;;;;;;0;;1;;;
1695;27;"14";;;;;;;0;;1;;;
1696;27;"15";;;;;;;0;;5;;;
1697;27;"16";;;;;;;0;;1;;;
1698;27;"17";;;;;;;0;;7;;;
1699;27;"18";;;;;;;0;;1;;;
1700;27;"19";;;;;;;0;;1;;;
1701;27;"20";;;;;;;0;;1;;;
1702;27;"21";;;;;;;0;;1;;;
1703;27;"22";;;;;;;0;;3;;;
1704;27;"23";;;;;;;0;;1;;;
1705;27;"24";;;;;;;0;;1;;;
1706;27;"25";;;;;;;0;;3;;;
1707;27;"26";;;;;;;0;;1;;;
1708;28;"01";;;;;;;0;;3;;;
1709;28;"02";;;;;;;0;;8;;;
1710;28;"03";;;;;;;0;;7;;;
1711;28;"04";;;;;;;0;;24;;;
1712;28;"05";;;;;;;0;;14;;;
1713;28;"06";;;;;;;0;;11;;;
1714;28;"07";;;;;;;0;;2;;;
1715;28;"08";;;;;;;0;;9;;;
1716;28;"09";;;;;;;0;;3;;;
1717;28;"10";;;;;;;0;;1;;;
1718;28;"11";;;;;;;0;;3;;;
1719;28;"12";;;;;;;0;;1;;;
1720;28;"13";;;;;;;0;;4;;;
1721;28;"14";;;;;;;0;;1;;;
1722;28;"15";;;;;;;0;;8;;;
1723;28;"16";;;;;;;0;;4;;;
1724;28;"17";;;;;;;0;;5;;;
1725;28;"18";;;;;;;0;;2;;;
1726;28;"19";;;;;;;0;;5;;;
1727;28;"20";;;;;;;0;;1;;;
1728;28;"21";;;;;;;0;;1;;;
1729;28;"22";;;;;;;0;;4;;;
1730;28;"23";;;;;;;0;;1;;;
1731;28;"24";;;;;;;0;;1;;;
1732;28;"25";;;;;;;0;;4;;;
1733;28;"26";;;;;;;0;;2;;;
1734;28;"27";;;;;;;0;;3;;;
1735;28;"28";;;;;;;0;;1;;;
1736;28;"29";;;;;;;0;;7;;;
1737;28;"30";;;;;;;0;;1;;;
1738;28;"31";;;;;;;0;;2;;;
1739;28;"32";;;;;;;0;;1;;;
1740;28;"33";;;;;;;0;;1;;;
1741;28;"34";;;;;;;0;;5;;;
1742;28;"35";;;;;;;0;;1;;;
1743;28;"36";;;;;;;0;;1;;;
1744;28;"37";;;;;;;0;;1;;;
1745;29;"01";;;;;;;0;;60;;;
1746;29;"02";;;;;;;0;;110;;;
1747;29;"03";;;;;;;0;;11;;;
1748;29;"04";;;;;;;0;;30;;;
1749;29;"05";;;;;;;0;;8;;;
1750;29;"06";;;;;;;0;;80;;;
1751;29;"07";;;;;;;0;;15;;;
1752;29;"08";;;;;;;0;;9;;;
1753;29;"09";;;;;;;0;;15;;;
1754;29;"10";;;;;;;0;;18;;;
1755;29;"11";;;;;;;0;;3;;;
1756;29;"12";;;;;;;0;;1;;;
1757;29;"13";;;;;;;0;;1;;;
1758;29;"14";;;;;;;0;;1;;;
1759;29;"15";;;;;;;0;;1;;;
1760;29;"16";;;;;;;0;;1;;;
1761;29;"17";;;;;;;0;;1;;;
1762;30;"01";;;;;;;0;;8;;;
1763;30;"02";;;;;;;0;;10;;;
1764;30;"03";;;;;;;0;;17;;;
1765;30;"04";;;;;;;0;;6;;;
1766;30;"05";;;;;;;0;;7;;;
1767;30;"06";;;;;;;0;;1;;;
1768;30;"07";;;;;;;0;;16;;;
1769;30;"08";;;;;;;0;;10;;;
1770;30;"09";;;;;;;0;;8;;;
1771;30;"10";;;;;;;0;;4;;;
1772;30;"11";;;;;;;0;;2;;;
1773;30;"12";;;;;;;0;;16;;;
1774;30;"13";;;;;;;0;;21;;;
1775;30;"14";;;;;;;0;;1;;;
1776;30;"15";;;;;;;0;;2;;;
1777;30;"16";;;;;;;0;;6;;;
1778;30;"17";;;;;;;0;;3;;;
1779;30;"18";;;;;;;0;;8;;;
1780;30;"19";;;;;;;0;;6;;;
1781;30;"20";;;;;;;0;;6;;;
1782;30;"21";;;;;;;0;;6;;;
1783;30;"22";;;;;;;0;;7;;;
1784;30;"23";;;;;;;0;;2;;;
1785;30;"24";;;;;;;0;;5;;;
1786;30;"25";;;;;;;0;;4;;;
1787;30;"26";;;;;;;0;;1;;;
1788;30;"27";;;;;;;0;;1;;;
1789;3;"01";;;;;;;0;;37;;;
1790;9;"41";;;;;;;0;;4;;;
1791;9;"42";;;;;;;0;;1;;;
1792;9;"43";;;;;;;0;;1;;;
1793;34;"01";;;;;;;0;;100;;;
1794;35;"03";;;;;;;0;;100;;;
1795;36;"01";;;;;;;0;;99;;;
1796;37;"01";;;;;;;0;;99;;;
1797;38;"01";;;;;;;0;;99;;;
1798;39;"01";;;;;;;0;;99;;;
1799;40;"01";;;;;;;0;;99;;;
1800;41;"01";;;;;;;0;;99;;;
1801;42;"01";;;;;;;0;;99;;;
1802;43;"01";;;;;;;0;;99;;;
1804;9;"44";;;;;;;0;;0;;;
1806;12;"18";;;;;;;0;;0;;;
1807;12;"19";;;;;;;0;;0;;;
1808;12;"20";;;;;;;0;;0;;;
1809;21;"29";;;;;;;0;;1;;;
1810;8;"25";;;;;;;0;;2;;;
1811;24;"11";;;;;;;0;;0;;;
1812;28;"38";;;;;;;0;;0;;;
1813;28;"39";;;;;;;0;;0;;;
1814;28;"40";;;;;;;0;;0;;;
1815;28;"41";;;;;;;0;;0;;;
1816;28;"42";;;;;;;0;;0;;;
1817;28;"43";;;;;;;0;;0;;;
1819;45;"01";;;;;;;0;;1;;;
1820;46;"01";;;;;;;0;;0;;;
1821;47;"01";;;;;;;0;;0;;;
1822;47;"01";;;;;;;0;;0;;;
1823;48;"01";;;;;;;0;;0;;;
1824;49;"01";;;;;;;0;;0;;;
1825;36;"02";;;;;;;0;;1;;;
1826;36;"03";;;;;;;0;;1;;;
1827;50;"01";;;;;;;0;;2;;;
1828;50;"02";;;;;;;0;;1;;;
1829;50;"03";;;;;;;0;;1;;;
1830;50;"04";;;;;;;0;;3;;;
1831;50;"05";;;;;;;0;;1;;;
1832;50;"06";;;;;;;0;;1;;;
1833;50;"07";;;;;;;0;;3;;;
1835;50;"08";;;;;;;0;;0;;;
1837;50;"09";;;;;;;0;;1;;;
1840;35;"02";;;;;;;0;;1;;;
1842;50;"10";;;;;;;0;;1;;;
1843;51;"01";;;;;;;0;;1;;;
1844;37;"02";;;;;;;0;;1;;;
1845;51;"02";;;;;;;0;;1;;;
1846;25;"49";;;;;;;0;;10;;;
1847;50;"11";;;;;;;0;;3;;;
1848;38;"02";;;;;;;0;;1;;;
1849;50;"12";;;;;;;0;;1;;;
1850;37;"03";;;;;;;0;;1;;;
1851;46;"02";;;;;;;0;;1;;;
1852;43;"02";;;;;;;0;;1;;;
1853;53;"01";;;;;;;0;;1;;;
1854;51;"03";;;;;;;0;;1;;;
1855;55;"01";;;;;;;0;;1;;;
1856;55;"02";;;;;;;0;;1;;;
1857;55;"03";;;;;;;0;;1;;;
1858;55;"04";;;;;;;0;;1;;;
1859;55;"05";;;;;;;0;;1;;;
1860;55;"06";;;;;;;0;;1;;;
1861;55;"06";;;;;;;0;;1;;;
1862;55;"07";;;;;;;0;;1;;;
1863;38;"03";;;;;;;0;;1;;;
1864;22;"29";;;;;;;0;;1;;;
1865;38;"04";;;;;;;0;;1;;;
1866;38;"05";;;;;;;0;;1;;;
1867;38;"06";;;;;;;0;;1;;;
1868;34;"02";;;;;;;0;;1;;;
1869;37;"04";;;;;;;0;;1;;;
1870;51;"04";;;;;;;0;;1;;;
1871;35;"04";;;;;;;0;;1;;;
1872;35;"05";;;;;;;0;;1;;;
1873;35;"06";;;;;;;0;;1;;;
1874;13;"25";;;;;;;0;;1;;;
1875;64;"01";;;;;;;0;;1;;;
1876;64;"02";;;;;;;0;;1;;;
1877;64;"03";;;;;;;0;;1;;;
1878;64;"04";;;;;;;0;;1;;;
1879;64;"05";;;;;;;0;;1;;;
1880;64;"06";;;;;;;0;;1;;;
1881;64;"07";;;;;;;0;;1;;;
1882;27;"27";;;;;;;0;;1;;;
1883;27;"28";;;;;;;0;;2;;;
1884;36;"04";;;;;;;0;;1;;;
1885;36;"05";;;;;;;0;;1;;;
1886;36;"06";;;;;;;0;;1;;;
1887;36;"07";;;;;;;0;;2;;;
1888;63;"01";;;;;;;0;;1;;;
1889;63;"02";;;;;;;0;;1;;;
1890;63;"03";;;;;;;0;;1;;;
1891;63;"03";;;;;;;0;;1;;;
1892;63;"04";;;;;;;0;;1;;;
1893;3;"02";;;;;;;0;;1;;;
1894;35;"07";;;;;;;0;;1;;;
1895;37;"05";;;;;;;0;;1;;;
1896;66;"01";;;;;;;0;;1;;;
1897;66;"02";;;;;;;0;;1;;;
1898;66;"03";;;;;;;0;;1;;;
1899;66;"04";;;;;;;0;;1;;;
1900;66;"05";;;;;;;0;;1;;;
1901;66;"06";;;;;;;0;;1;;;
1902;66;"07";;;;;;;0;;1;;;
1903;66;"08";;;;;;;0;;1;;;
1904;66;"09";;;;;;;0;;1;;;
1905;66;"10";;;;;;;0;;1;;;
1906;66;"11";;;;;;;0;;1;;;
1907;66;"12";;;;;;;0;;1;;;
1908;17;"22";;;;;;;0;;1;;;
1909;34;"03";;;;;;;0;;1;;;
1910;36;"08";;;;;;;0;;1;;;
1911;35;"08";;;;;;;0;;1;;;
1912;67;"01";;;;;;;0;;1;;;
1913;12;"21";;;;;;;0;;0;;;
1914;36;"10";;;;;;;0;;1;;;
1915;36;"11";;;;;;;0;;1;;;
1916;36;"12";;;;;;;0;;1;;;
1917;36;"13";;;;;;;0;;1;;;
1918;37;"06";;;;;;;0;;1;;;
1919;36;"14";;;;;;;0;;1;;;
1920;60;"01";;;;;;;0;;1;;;
1921;68;"01";;;;;;;0;;0;;;
1922;68;"02";;;;;;;0;;0;;;
1923;68;"03";;;;;;;0;;0;;;
1924;68;"04";;;;;;;0;;0;;;
1925;68;"05";;;;;;;0;;0;;;
1926;68;"06";;;;;;;0;;0;;;
1927;68;"07";;;;;;;0;;0;;;
1928;68;"08";;;;;;;0;;0;;;
1929;68;"09";;;;;;;0;;0;;;
1930;68;"10";;;;;;;0;;0;;;
1931;68;"11";;;;;;;0;;0;;;
1932;68;"12";;;;;;;0;;0;;;
1933;68;"13";;;;;;;0;;0;;;
1934;68;"14";;;;;;;0;;0;;;
1935;38;"07";;;;;;;0;;1;;;
1936;35;"09";;;;;;;0;;1;;;
1937;36;"15";;;;;;;0;;1;;;
1938;36;"16";;;;;;;0;;1;;;
1939;38;"08";;;;;;;0;;1;;;
1940;38;"09";;;;;;;0;;1;;;
1941;38;"10";;;;;;;0;;1;;;
1942;38;"11";;;;;;;0;;1;;;
1943;38;"12";;;;;;;0;;1;;;
1944;37;"07";;;;;;;0;;1;;;
1945;64;"15";;;;;;;0;;0;;;
1946;64;"16";;;;;;;0;;0;;;
1947;69;"07";;;;;;;0;;0;;;
1948;68;"15";;;;;;;0;;0;;;
1949;73;"07";;;;;;;0;;0;;;
1950;74;"07";;;;;;;0;;0;;;
1951;62;"01";;;;;;;0;;0;;;
1952;36;"09";;;;;;;0;;0;;;
1953;59;"01";;;;;;;0;;99;;;
1954;36;"17";;;;;;;0;;1;;;
1955;36;"18";;;;;;;0;;0;;;
1956;36;"19";;;;;;;0;;0;;;
1957;36;"20";;;;;;;0;;0;;;
1958;36;"21";;;;;;;0;;0;;;
1959;36;"22";;;;;;;0;;0;;;
1960;36;"23";;;;;;;0;;0;;;
1961;37;"08";;;;;;;0;;0;;;
1962;37;"09";;;;;;;0;;0;;;
1963;36;"26";;;;;;;0;;0;;;
